Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promotion Used,Days Between Purchases,Frequency Engagement,Subscription Flag,Previous Purchases Norm,Frequency Engagement Norm,Review Rating Norm,Loyalty Score,Customer Loyalty Type,Purchase Amount Norm,Customer Value Score,Customer Value Tier,Ideal Customer,Age Group,Promo Flag
1358,24,Male,Backpack,Accessories,66,Texas,S,Red,Summer,3.5,No,Next Day Air,Yes,20,Cash,Quarterly,1,90,0.011111111111111112,0,0.38775510204081626,0.05974549968963377,0.40000000000000013,0.26881392594281656,Regular,0.5750000000000001,0.4600000000000001,Medium Value,Other Customer,18-25,1
1359,19,Male,Scarf,Accessories,22,Nebraska,XL,Pink,Spring,2.5,No,Store Pickup,Yes,25,Venmo,Quarterly,1,90,0.011111111111111112,0,0.4897959183673469,0.05974549968963377,0.0,0.2598343341060819,At Risk,0.025000000000000022,0.020000000000000018,Low Value,Other Customer,18-25,1
1360,27,Male,Hoodie,Clothing,68,North Carolina,S,Cyan,Winter,4.3,No,Store Pickup,Yes,26,Bank Transfer,Fortnightly,1,14,0.07142857142857142,0,0.510204081632653,0.4902234636871508,0.72,0.48565790673811415,Loyal,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,26-35,1
1361,56,Male,Skirt,Clothing,43,Alabama,L,Black,Fall,2.8,No,Express,Yes,4,Bank Transfer,Annually,1,365,0.0027397260273972603,0,0.061224489795918366,0.0,0.11999999999999988,0.048612244897959164,At Risk,0.2875,0.22999999999999998,Low Value,Other Customer,56-65,1
1362,49,Male,Dress,Clothing,32,Alabama,M,Beige,Fall,3.7,No,Next Day Air,Yes,39,Debit Card,Monthly,1,30,0.03333333333333333,0,0.7755102040816325,0.21834264432029793,0.4800000000000002,0.5143407631208908,Loyal,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,46-55,1
1363,41,Male,Coat,Outerwear,46,Colorado,M,Gray,Fall,4.3,No,Express,Yes,29,Cash,Weekly,1,7,0.14285714285714285,0,0.5714285714285714,1.0,0.72,0.6437142857142857,Champion,0.32500000000000007,0.26000000000000006,Low Value,Other Customer,36-45,1
1364,36,Male,Blouse,Clothing,90,Wisconsin,L,Red,Summer,4.0,No,Express,Yes,47,PayPal,Quarterly,1,90,0.011111111111111112,0,0.9387755102040816,0.05974549968963377,0.6000000000000001,0.5743241300244493,Loyal,0.875,0.7000000000000001,High Value,Other Customer,36-45,1
1365,68,Male,Hat,Accessories,75,Delaware,L,Yellow,Fall,4.7,No,Express,Yes,5,Cash,Quarterly,1,90,0.011111111111111112,0,0.08163265306122448,0.05974549968963377,0.8800000000000001,0.1877527014530207,At Risk,0.6875,0.55,Medium Value,Other Customer,65+,1
1366,28,Male,Handbag,Accessories,69,Indiana,M,Magenta,Winter,4.5,No,Store Pickup,Yes,18,Bank Transfer,Fortnightly,1,14,0.07142857142857142,0,0.346938775510204,0.4902234636871508,0.8,0.4160252536768897,Regular,0.6125,0.49000000000000005,Medium Value,Other Customer,26-35,1
1367,45,Male,Belt,Accessories,40,Iowa,M,Magenta,Fall,3.1,No,Free Shipping,Yes,10,Credit Card,Fortnightly,1,14,0.07142857142857142,0,0.18367346938775508,0.4902234636871508,0.2400000000000002,0.25039260061566526,At Risk,0.25,0.2,Low Value,Other Customer,36-45,1
1368,60,Male,Belt,Accessories,63,Iowa,S,Black,Fall,3.8,No,Express,Yes,25,Cash,Quarterly,1,90,0.011111111111111112,0,0.4897959183673469,0.05974549968963377,0.52,0.33783433410608193,Regular,0.5375000000000001,0.4300000000000001,Medium Value,Other Customer,56-65,1
1369,21,Male,Shirt,Clothing,36,Wisconsin,L,Orange,Summer,4.9,No,Express,Yes,2,Cash,Weekly,1,7,0.14285714285714285,0,0.02040816326530612,1.0,0.9600000000000002,0.4042040816326531,Regular,0.2,0.16000000000000003,Low Value,Other Customer,18-25,1
1370,32,Male,Shoes,Footwear,75,Iowa,M,Green,Winter,3.2,No,Standard,Yes,48,Venmo,Fortnightly,1,14,0.07142857142857142,0,0.9591836734693877,0.4902234636871508,0.28000000000000025,0.6441477026564816,Champion,0.6875,0.55,Medium Value,Other Customer,26-35,1
1372,40,Male,Pants,Clothing,64,Mississippi,M,Charcoal,Spring,2.8,No,Store Pickup,Yes,42,Credit Card,Monthly,1,30,0.03333333333333333,0,0.836734693877551,0.21834264432029793,0.11999999999999988,0.49095300801884995,Loyal,0.55,0.44000000000000006,Medium Value,Other Customer,36-45,1
1373,64,Male,Blouse,Clothing,61,Michigan,M,Gray,Fall,4.0,No,2-Day Shipping,Yes,44,PayPal,Fortnightly,1,14,0.07142857142857142,0,0.8775510204081631,0.4902234636871508,0.6000000000000001,0.6513313761258692,Champion,0.5125000000000001,0.4100000000000001,Medium Value,Other Customer,56-65,1
1374,18,Male,Gloves,Accessories,40,Virginia,L,Turquoise,Winter,2.6,No,Store Pickup,Yes,6,Cash,Quarterly,1,90,0.011111111111111112,0,0.10204081632653061,0.05974549968963377,0.040000000000000036,0.07195678308567376,At Risk,0.25,0.2,Low Value,Other Customer,,1
1375,22,Male,Handbag,Accessories,97,New York,M,Red,Fall,2.7,No,Free Shipping,Yes,5,Bank Transfer,Quarterly,1,90,0.011111111111111112,0,0.08163265306122448,0.05974549968963377,0.08000000000000007,0.0677527014530207,At Risk,0.9625000000000001,0.7700000000000001,High Value,Other Customer,18-25,1
1376,42,Male,Sneakers,Footwear,31,Maine,L,Brown,Spring,4.1,No,2-Day Shipping,Yes,8,Credit Card,Annually,1,365,0.0027397260273972603,0,0.14285714285714285,0.0,0.6399999999999999,0.16742857142857143,At Risk,0.1375,0.11000000000000001,Low Value,Other Customer,36-45,1
1377,57,Male,Sandals,Footwear,65,New Jersey,L,Pink,Spring,5.0,No,Free Shipping,Yes,24,PayPal,Annually,1,365,0.0027397260273972603,0,0.4693877551020408,0.0,1.0,0.38469387755102036,Regular,0.5625,0.45,Medium Value,Other Customer,56-65,1
1378,33,Male,Sunglasses,Accessories,54,Maryland,L,Olive,Spring,3.0,No,Next Day Air,Yes,42,Venmo,Monthly,1,30,0.03333333333333333,0,0.836734693877551,0.21834264432029793,0.20000000000000018,0.50295300801885,Loyal,0.42500000000000004,0.3400000000000001,Low Value,Other Customer,26-35,1
1379,37,Male,Jacket,Outerwear,49,Kentucky,XL,Lavender,Fall,3.6,No,Free Shipping,Yes,24,Venmo,Weekly,1,7,0.14285714285714285,0,0.4693877551020408,1.0,0.44000000000000017,0.5506938775510204,Loyal,0.36250000000000004,0.29000000000000004,Low Value,Other Customer,36-45,1
1380,21,Male,T-shirt,Clothing,64,Minnesota,L,Purple,Fall,2.8,No,2-Day Shipping,Yes,38,Venmo,Fortnightly,1,14,0.07142857142857142,0,0.7551020408163265,0.4902234636871508,0.11999999999999988,0.5181068863299509,Loyal,0.55,0.44000000000000006,Medium Value,Other Customer,18-25,1
1381,51,Male,Sneakers,Footwear,35,Massachusetts,S,Beige,Winter,4.6,No,Standard,Yes,41,Cash,Fortnightly,1,14,0.07142857142857142,0,0.8163265306122448,0.4902234636871508,0.8399999999999999,0.6567191312279101,Champion,0.1875,0.15000000000000002,Low Value,Other Customer,46-55,1
1382,30,Male,Shoes,Footwear,86,Illinois,L,Green,Winter,2.9,No,Standard,Yes,48,Venmo,Quarterly,1,90,0.011111111111111112,0,0.9591836734693877,0.05974549968963377,0.15999999999999992,0.5185282116571023,Loyal,0.825,0.66,Medium Value,Other Customer,26-35,1
1383,68,Male,Jacket,Outerwear,55,Michigan,L,Brown,Winter,4.8,No,Express,Yes,16,Bank Transfer,Quarterly,1,90,0.011111111111111112,0,0.3061224489795918,0.05974549968963377,0.9199999999999999,0.3059975994122043,Regular,0.4375,0.35000000000000003,Low Value,Other Customer,65+,1
1384,36,Male,Scarf,Accessories,58,Wisconsin,M,Beige,Spring,3.3,No,Express,Yes,4,Venmo,Monthly,1,30,0.03333333333333333,0,0.061224489795918366,0.21834264432029793,0.32000000000000006,0.1331979059780337,At Risk,0.4750000000000001,0.3800000000000001,Medium Value,Other Customer,36-45,1
1385,46,Male,Sneakers,Footwear,96,Alaska,M,Beige,Fall,4.6,No,Standard,Yes,8,Bank Transfer,Weekly,1,7,0.14285714285714285,0,0.14285714285714285,1.0,0.8399999999999999,0.4474285714285714,Regular,0.9500000000000002,0.7600000000000002,High Value,Other Customer,46-55,1
1386,41,Male,Jewelry,Accessories,64,Mississippi,M,Indigo,Fall,2.6,No,Store Pickup,Yes,1,Bank Transfer,Fortnightly,1,14,0.07142857142857142,0,0.0,0.4902234636871508,0.040000000000000036,0.1285558659217877,At Risk,0.55,0.44000000000000006,Medium Value,Other Customer,36-45,1
1387,68,Male,Jacket,Outerwear,56,Oregon,M,Silver,Fall,4.0,No,Next Day Air,Yes,4,Debit Card,Quarterly,1,90,0.011111111111111112,0,0.061224489795918366,0.05974549968963377,0.6000000000000001,0.13554861982036764,At Risk,0.45000000000000007,0.3600000000000001,Low Value,Other Customer,65+,1
1388,21,Male,Blouse,Clothing,85,Maryland,M,Gold,Winter,3.8,No,Standard,Yes,20,Credit Card,Monthly,1,30,0.03333333333333333,0,0.38775510204081626,0.21834264432029793,0.52,0.3264632121004826,Regular,0.8125,0.65,Medium Value,Other Customer,18-25,1
1389,62,Male,Dress,Clothing,23,Arkansas,M,Lavender,Spring,3.9,No,Express,Yes,40,Cash,Quarterly,1,90,0.011111111111111112,0,0.7959183673469387,0.05974549968963377,0.56,0.4968955585958778,Loyal,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,56-65,1
1390,59,Male,Scarf,Accessories,72,Illinois,L,Orange,Fall,2.6,No,Store Pickup,Yes,8,Debit Card,Fortnightly,1,14,0.07142857142857142,0,0.14285714285714285,0.4902234636871508,0.040000000000000036,0.19998443735035915,At Risk,0.65,0.52,Medium Value,Other Customer,56-65,1
1391,25,Male,Hat,Accessories,38,Arkansas,M,Maroon,Summer,4.3,No,Standard,Yes,42,Debit Card,Weekly,1,7,0.14285714285714285,0,0.836734693877551,1.0,0.72,0.7763673469387754,Champion,0.22500000000000003,0.18000000000000005,Low Value,Other Customer,18-25,1
1392,53,Male,Blouse,Clothing,29,Mississippi,S,White,Winter,3.6,No,Express,Yes,38,Credit Card,Annually,1,365,0.0027397260273972603,0,0.7551020408163265,0.0,0.44000000000000017,0.44355102040816324,Regular,0.11250000000000004,0.09000000000000004,Low Value,Other Customer,46-55,1
1393,31,Male,Gloves,Accessories,46,Arkansas,M,Yellow,Spring,4.2,No,Express,Yes,34,Venmo,Quarterly,1,90,0.011111111111111112,0,0.673469387755102,0.05974549968963377,0.6800000000000002,0.4536710687999595,Regular,0.32500000000000007,0.26000000000000006,Low Value,Other Customer,26-35,1
1394,46,Male,Gloves,Accessories,58,Idaho,L,Yellow,Spring,3.9,No,Express,Yes,14,PayPal,Fortnightly,1,14,0.07142857142857142,0,0.26530612244897955,0.4902234636871508,0.56,0.3392089271462775,Regular,0.4750000000000001,0.3800000000000001,Medium Value,Other Customer,46-55,1
1395,26,Male,Coat,Outerwear,43,Iowa,L,Magenta,Fall,4.7,No,Next Day Air,Yes,39,Cash,Weekly,1,7,0.14285714285714285,0,0.7755102040816325,1.0,0.8800000000000001,0.7697551020408163,Champion,0.2875,0.22999999999999998,Low Value,Other Customer,26-35,1
1396,47,Male,Scarf,Accessories,32,West Virginia,L,Turquoise,Spring,2.8,No,Next Day Air,Yes,40,PayPal,Fortnightly,1,14,0.07142857142857142,0,0.7959183673469387,0.4902234636871508,0.11999999999999988,0.5385150495952571,Loyal,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,46-55,1
1397,37,Male,Pants,Clothing,30,Wisconsin,XL,Lavender,Winter,3.0,No,Next Day Air,Yes,49,Debit Card,Monthly,1,30,0.03333333333333333,0,0.9795918367346937,0.21834264432029793,0.20000000000000018,0.5743815794474214,Loyal,0.125,0.1,Low Value,Other Customer,36-45,1
1398,55,Male,Sunglasses,Accessories,67,Massachusetts,S,Magenta,Summer,4.7,No,Store Pickup,Yes,33,PayPal,Annually,1,365,0.0027397260273972603,0,0.6530612244897959,0.0,0.8800000000000001,0.45853061224489794,Regular,0.5875,0.47000000000000003,Medium Value,Other Customer,46-55,1
1399,30,Male,Dress,Clothing,45,Texas,M,Cyan,Summer,2.5,No,Free Shipping,Yes,25,Credit Card,Weekly,1,7,0.14285714285714285,0,0.4897959183673469,1.0,0.0,0.49489795918367346,Loyal,0.3125,0.25,Low Value,Other Customer,26-35,1
1400,19,Male,Hat,Accessories,81,Nebraska,M,Olive,Winter,3.1,No,Store Pickup,Yes,48,Venmo,Annually,1,365,0.0027397260273972603,0,0.9591836734693877,0.0,0.2400000000000002,0.5155918367346939,Loyal,0.7625,0.61,Medium Value,Other Customer,18-25,1
1401,36,Male,Backpack,Accessories,23,Nevada,M,Red,Fall,3.6,No,Next Day Air,Yes,22,Credit Card,Quarterly,1,90,0.011111111111111112,0,0.4285714285714285,0.05974549968963377,0.44000000000000017,0.2952220892081227,Regular,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,36-45,1
1402,23,Male,Sandals,Footwear,59,Indiana,M,Blue,Fall,3.5,No,2-Day Shipping,Yes,1,PayPal,Weekly,1,7,0.14285714285714285,0,0.0,1.0,0.40000000000000013,0.31,Regular,0.48750000000000004,0.39000000000000007,Medium Value,Other Customer,18-25,1
1403,62,Male,Sunglasses,Accessories,21,North Dakota,L,White,Summer,3.1,No,Express,Yes,47,PayPal,Monthly,1,30,0.03333333333333333,0,0.9387755102040816,0.21834264432029793,0.2400000000000002,0.5599734161821153,Loyal,0.012500000000000011,0.010000000000000009,Low Value,Other Customer,56-65,1
1404,26,Male,Backpack,Accessories,20,Georgia,M,Peach,Spring,3.6,No,Store Pickup,Yes,20,Credit Card,Fortnightly,1,14,0.07142857142857142,0,0.38775510204081626,0.4902234636871508,0.44000000000000017,0.38243341694219585,Regular,0.0,0.0,Low Value,Other Customer,26-35,1
1405,36,Male,Jewelry,Accessories,28,New Mexico,M,Charcoal,Winter,3.5,No,Next Day Air,Yes,10,Debit Card,Weekly,1,7,0.14285714285714285,0,0.18367346938775508,1.0,0.40000000000000013,0.40183673469387754,Regular,0.10000000000000003,0.08000000000000003,Low Value,Other Customer,36-45,1
1406,33,Male,Socks,Clothing,100,New Hampshire,M,Peach,Winter,2.7,No,Store Pickup,Yes,39,Credit Card,Monthly,1,30,0.03333333333333333,0,0.7755102040816325,0.21834264432029793,0.08000000000000007,0.4543407631208908,Regular,1.0,0.8,High Value,Other Customer,26-35,1
1407,32,Male,Shirt,Clothing,46,Washington,L,Turquoise,Spring,3.6,No,Express,Yes,15,Debit Card,Monthly,1,30,0.03333333333333333,0,0.28571428571428564,0.21834264432029793,0.44000000000000017,0.2634428039372173,Regular,0.32500000000000007,0.26000000000000006,Low Value,Other Customer,26-35,1
1408,56,Male,Handbag,Accessories,61,Nevada,XL,Charcoal,Spring,4.5,No,Express,Yes,11,Credit Card,Annually,1,365,0.0027397260273972603,0,0.2040816326530612,0.0,0.8,0.2220408163265306,At Risk,0.5125000000000001,0.4100000000000001,Medium Value,Other Customer,56-65,1
1409,58,Male,Blouse,Clothing,58,Maine,M,Yellow,Winter,4.1,No,Free Shipping,Yes,38,Venmo,Weekly,1,7,0.14285714285714285,0,0.7551020408163265,1.0,0.6399999999999999,0.7235510204081632,Champion,0.4750000000000001,0.3800000000000001,Medium Value,Other Customer,56-65,1
1410,34,Male,Backpack,Accessories,50,Idaho,M,Blue,Spring,4.2,No,Standard,Yes,41,Cash,Fortnightly,1,14,0.07142857142857142,0,0.8163265306122448,0.4902234636871508,0.6800000000000002,0.6327191312279101,Champion,0.375,0.30000000000000004,Low Value,Other Customer,26-35,1
1411,61,Male,Hat,Accessories,93,Tennessee,M,Purple,Summer,4.0,No,Store Pickup,Yes,18,Debit Card,Annually,1,365,0.0027397260273972603,0,0.346938775510204,0.0,0.6000000000000001,0.26346938775510204,Regular,0.9125000000000001,0.7300000000000001,High Value,Other Customer,56-65,1
1412,48,Male,Skirt,Clothing,24,Louisiana,L,Green,Summer,2.8,No,Store Pickup,Yes,13,Venmo,Quarterly,1,90,0.011111111111111112,0,0.24489795918367344,0.05974549968963377,0.11999999999999988,0.15538535451424515,At Risk,0.050000000000000044,0.040000000000000036,Low Value,Other Customer,46-55,1
1413,25,Male,Shorts,Clothing,100,Michigan,M,Charcoal,Summer,2.6,No,2-Day Shipping,Yes,43,Venmo,Annually,1,365,0.0027397260273972603,0,0.8571428571428571,0.0,0.040000000000000036,0.43457142857142855,Regular,1.0,0.8,High Value,Other Customer,18-25,1
1414,51,Male,Blouse,Clothing,79,New Hampshire,S,Indigo,Fall,2.7,No,Store Pickup,Yes,12,Bank Transfer,Quarterly,1,90,0.011111111111111112,0,0.22448979591836735,0.05974549968963377,0.08000000000000007,0.13918127288159213,At Risk,0.7375,0.5900000000000001,Medium Value,Other Customer,46-55,1
1415,29,Male,Socks,Clothing,51,Minnesota,M,Black,Summer,4.5,No,Store Pickup,Yes,3,Credit Card,Fortnightly,1,14,0.07142857142857142,0,0.04081632653061225,0.4902234636871508,0.8,0.26296402918709383,Regular,0.38750000000000007,0.31000000000000005,Low Value,Other Customer,26-35,1
1416,54,Male,Belt,Accessories,90,Illinois,M,Blue,Winter,3.7,No,Free Shipping,Yes,12,Credit Card,Quarterly,1,90,0.011111111111111112,0,0.22448979591836735,0.05974549968963377,0.4800000000000002,0.19918127288159215,At Risk,0.875,0.7000000000000001,High Value,Other Customer,46-55,1
1417,48,Male,Boots,Footwear,56,Idaho,L,Silver,Summer,3.4,No,Free Shipping,Yes,46,Cash,Quarterly,1,90,0.011111111111111112,0,0.9183673469387754,0.05974549968963377,0.3600000000000001,0.5281200483917962,Loyal,0.45000000000000007,0.3600000000000001,Low Value,Other Customer,46-55,1
1418,62,Male,Shorts,Clothing,25,Montana,S,Brown,Spring,4.6,No,Standard,Yes,21,Debit Card,Fortnightly,1,14,0.07142857142857142,0,0.4081632653061224,0.4902234636871508,0.8399999999999999,0.4526374985748489,Regular,0.0625,0.05,Low Value,Other Customer,56-65,1
1419,18,Male,Shirt,Clothing,75,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,Yes,23,Venmo,Quarterly,1,90,0.011111111111111112,0,0.44897959183673464,0.05974549968963377,0.6399999999999999,0.33542617084077575,Regular,0.6875,0.55,Medium Value,Other Customer,,1
1420,43,Male,Handbag,Accessories,75,Montana,M,Orange,Summer,2.6,No,Free Shipping,Yes,4,Debit Card,Quarterly,1,90,0.011111111111111112,0,0.061224489795918366,0.05974549968963377,0.040000000000000036,0.05154861982036763,At Risk,0.6875,0.55,Medium Value,Other Customer,36-45,1
1421,22,Male,Jeans,Clothing,53,California,XL,Gray,Summer,4.6,No,Store Pickup,Yes,45,PayPal,Quarterly,1,90,0.011111111111111112,0,0.8979591836734693,0.05974549968963377,0.8399999999999999,0.589915966759143,Loyal,0.4125000000000001,0.33000000000000007,Low Value,Other Customer,18-25,1
1422,68,Male,Dress,Clothing,100,Pennsylvania,S,Gold,Spring,3.0,No,Standard,Yes,24,Bank Transfer,Fortnightly,1,14,0.07142857142857142,0,0.4693877551020408,0.4902234636871508,0.20000000000000018,0.3872497434728081,Regular,1.0,0.8,High Value,Other Customer,65+,1
1423,44,Male,Dress,Clothing,27,Texas,L,Charcoal,Fall,3.4,No,Free Shipping,Yes,3,PayPal,Fortnightly,1,14,0.07142857142857142,0,0.04081632653061225,0.4902234636871508,0.3600000000000001,0.19696402918709385,At Risk,0.08750000000000002,0.07000000000000002,Low Value,Other Customer,36-45,1
1424,51,Male,Sandals,Footwear,60,Michigan,S,Black,Fall,3.5,No,Free Shipping,Yes,12,Venmo,Quarterly,1,90,0.011111111111111112,0,0.22448979591836735,0.05974549968963377,0.40000000000000013,0.18718127288159214,At Risk,0.5,0.4,Medium Value,Other Customer,46-55,1
1425,66,Male,Jacket,Outerwear,23,Connecticut,S,Indigo,Fall,3.5,No,Standard,Yes,34,Bank Transfer,Quarterly,1,90,0.011111111111111112,0,0.673469387755102,0.05974549968963377,0.40000000000000013,0.41167106879995946,Regular,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,65+,1
1426,59,Male,Coat,Outerwear,40,Wyoming,S,White,Winter,3.7,No,Next Day Air,Yes,39,Credit Card,Annually,1,365,0.0027397260273972603,0,0.7755102040816325,0.0,0.4800000000000002,0.45975510204081627,Regular,0.25,0.2,Low Value,Other Customer,56-65,1
1427,60,Male,Pants,Clothing,38,Michigan,M,Yellow,Summer,4.8,No,Free Shipping,Yes,35,PayPal,Quarterly,1,90,0.011111111111111112,0,0.693877551020408,0.05974549968963377,0.9199999999999999,0.49987515043261244,Loyal,0.22500000000000003,0.18000000000000005,Low Value,Other Customer,56-65,1
1428,31,Male,Backpack,Accessories,90,South Dakota,S,Orange,Summer,4.9,No,Store Pickup,Yes,8,Credit Card,Annually,1,365,0.0027397260273972603,0,0.14285714285714285,0.0,0.9600000000000002,0.21542857142857144,At Risk,0.875,0.7000000000000001,High Value,Other Customer,26-35,1
1429,20,Male,Blouse,Clothing,97,North Dakota,S,Green,Summer,4.9,No,Express,Yes,42,PayPal,Quarterly,1,90,0.011111111111111112,0,0.836734693877551,0.05974549968963377,0.9600000000000002,0.577303721861184,Loyal,0.9625000000000001,0.7700000000000001,High Value,Other Customer,18-25,1
1430,24,Male,Skirt,Clothing,38,Maryland,L,Gold,Fall,4.7,No,Standard,Yes,6,Credit Card,Quarterly,1,90,0.011111111111111112,0,0.10204081632653061,0.05974549968963377,0.8800000000000001,0.19795678308567377,At Risk,0.22500000000000003,0.18000000000000005,Low Value,Other Customer,18-25,1
1431,48,Male,Sandals,Footwear,30,Michigan,S,Orange,Summer,4.9,No,Free Shipping,Yes,3,Credit Card,Fortnightly,1,14,0.07142857142857142,0,0.04081632653061225,0.4902234636871508,0.9600000000000002,0.28696402918709385,Regular,0.125,0.1,Low Value,Other Customer,46-55,1
1432,39,Male,Pants,Clothing,88,South Dakota,M,Cyan,Fall,2.9,No,Express,Yes,29,Venmo,Quarterly,1,90,0.011111111111111112,0,0.5714285714285714,0.05974549968963377,0.15999999999999992,0.3246506606366941,Regular,0.8500000000000001,0.6800000000000002,Medium Value,Other Customer,36-45,1
1433,34,Male,Hat,Accessories,33,Florida,L,Black,Winter,4.4,No,Express,Yes,32,Debit Card,Quarterly,1,90,0.011111111111111112,0,0.6326530612244897,0.05974549968963377,0.7600000000000002,0.44526290553465336,Regular,0.16250000000000003,0.13000000000000003,Low Value,Other Customer,26-35,1
1434,70,Male,Hoodie,Clothing,60,Minnesota,L,Yellow,Winter,3.2,No,Next Day Air,Yes,45,Debit Card,Weekly,1,7,0.14285714285714285,0,0.8979591836734693,1.0,0.28000000000000025,0.7409795918367347,Champion,0.5,0.4,Medium Value,Other Customer,65+,1
